"ï..Date","Price","Open","High","Low","Vol.","Change.."
"Jun 01, 2018",24635.21,24542.09,24673.6,24542.09,"315.71M","0.90%"
"May 31, 2018",24415.84,24620.79,24620.79,24352.15,"429.74M","-1.02%"
"May 30, 2018",24667.78,24467.83,24714.48,24459.09,"324.87M","1.26%"
"May 29, 2018",24361.45,24606.59,24635.18,24247.84,"395.81M","-1.58%"
"May 25, 2018",24753.09,24781.29,24824.22,24687.81,"257.21M","-0.24%"
"May 24, 2018",24811.76,24877.36,24877.36,24605.9,"347.05M","-0.30%"
"May 23, 2018",24886.81,24757.71,24889.46,24667.12,"399.61M","0.21%"
"May 22, 2018",24834.41,25047.55,25064.99,24812.06,"288.20M","-0.72%"
"May 21, 2018",25013.29,24883.06,25086.49,24883.06,"308.92M","1.21%"
"May 18, 2018",24715.09,24707.72,24774.97,24664.87,"269.70M","0.00%"
"May 17, 2018",24713.98,24752.4,24839.49,24639.4,"314.65M","-0.22%"
"May 16, 2018",24768.93,24722.32,24801.19,24672.79,"280.81M","0.25%"
"May 15, 2018",24706.41,24809.55,24809.55,24629.39,"301.90M","-0.78%"
"May 14, 2018",24899.41,24879.37,24994.19,24862.52,"282.86M","0.27%"
"May 11, 2018",24831.17,24758.64,24868.65,24717.5,"274.15M","0.37%"
"May 10, 2018",24739.53,24591.66,24794.99,24575.91,"304.21M","0.80%"
"May 09, 2018",24542.54,24399.18,24586.48,24323.87,"361.58M","0.75%"
"May 08, 2018",24360.21,24341.35,24412.34,24198.34,"344.94M","0.01%"
"May 07, 2018",24357.32,24317.66,24479.45,24263.42,"307.67M","0.39%"
"May 04, 2018",24262.51,23865.22,24333.35,23778.87,"329.48M","1.39%"
"May 03, 2018",23930.15,23836.23,23996.15,23531.31,"389.24M","0.02%"
"May 02, 2018",23924.98,24097.63,24185.52,23886.3,"385.35M","-0.72%"
"May 01, 2018",24099.05,24117.29,24117.29,23808.19,"380.07M","-0.27%"
"Apr 30, 2018",24163.15,24410.41,24498.23,24163.08,"416.65M","-0.61%"
"Apr 27, 2018",24311.19,24342.14,24359.38,24194.45,"392.81M","-0.05%"
"Apr 26, 2018",24322.34,24128.72,24402.46,24128.72,"390.36M","0.99%"
"Apr 25, 2018",24083.83,24070.2,24146.34,23823.08,"437.10M","0.25%"
"Apr 24, 2018",24024.13,24579.94,24579.94,23828.73,"468.18M","-1.74%"
"Apr 23, 2018",24448.69,24488.07,24536.89,24328.54,"351.03M","-0.06%"
"Apr 20, 2018",24462.94,24657.39,24678.07,24375.04,"537.77M","-0.82%"
"Apr 19, 2018",24664.89,24711.3,24762.48,24557.03,"381.11M","-0.34%"
"Apr 18, 2018",24748.07,24820.85,24832.54,24721.09,"302.03M","-0.16%"
"Apr 17, 2018",24786.63,24681.79,24858.97,24681.79,"342.41M","0.87%"
"Apr 16, 2018",24573.04,24483.15,24675.36,24480.2,"305.07M","0.87%"
"Apr 13, 2018",24360.14,24582.82,24646.45,24243.74,"331.89M","-0.50%"
"Apr 12, 2018",24483.05,24302.82,24592.12,24302.82,"336.13M","1.21%"
"Apr 11, 2018",24189.45,24274.19,24366.57,24150.87,"286.36M","-0.90%"
"Apr 10, 2018",24408,24198.95,24511.35,24198.95,"368.59M","1.79%"
"Apr 09, 2018",23979.1,24037.52,24373.18,23954.83,"380.79M","0.19%"
"Apr 06, 2018",23932.76,24373.6,24434.4,23738.2,"395.99M","-2.34%"
"Apr 05, 2018",24505.22,24313.91,24622.26,24313.91,"347.79M","0.99%"
"Apr 04, 2018",24264.3,23654.15,24308.96,23523.16,"388.54M","0.96%"
"Apr 03, 2018",24033.36,23698.33,24044.35,23664.33,"394.13M","1.65%"
"Apr 02, 2018",23644.19,24076.6,24123.8,23344.52,"509.82M","-1.90%"
"Mar 29, 2018",24103.11,23949.18,24314.3,23928.13,"463.55M","1.07%"
"Mar 28, 2018",23848.42,23883.08,24092.47,23728.67,"530.04M","-0.04%"
"Mar 27, 2018",23857.71,24276.62,24446.22,23708.73,"524.48M","-1.43%"
"Mar 26, 2018",24202.6,23825.74,24232.3,23741.22,"479.54M","2.84%"
"Mar 23, 2018",23533.2,23995.18,24108.47,23509.06,"482.55M","-1.77%"
"Mar 22, 2018",23957.89,24526.01,24526.01,23938.74,"439.28M","-2.93%"
"Mar 21, 2018",24682.31,24723.49,24977.65,24655.4,"343.23M","-0.18%"
"Mar 20, 2018",24727.27,24650.64,24803.61,24650.64,"342.51M","0.47%"
"Mar 19, 2018",24610.91,24893.69,24893.69,24453.14,"377.99M","-1.35%"
"Mar 16, 2018",24946.51,24877.34,25031,24857.09,"654.24M","0.29%"
"Mar 15, 2018",24873.66,24837.29,25053.87,24753.29,"316.31M","0.47%"
"Mar 14, 2018",24758.12,25086.97,25130.12,24668.83,"356.83M","-1.00%"
"Mar 13, 2018",25007.03,25257.75,25376.4,24947.5,"447.88M","-0.68%"
"Mar 12, 2018",25178.61,25372.44,25449.15,25152.02,"362.58M","-0.62%"
"Mar 09, 2018",25335.74,25004.89,25336.33,25004.89,"371.57M","1.77%"
"Mar 08, 2018",24895.21,24853.41,24950.49,24703.05,"327.30M","0.38%"
"Mar 07, 2018",24801.36,24758.15,24849.68,24535.12,"394.07M","-0.33%"
"Mar 06, 2018",24884.12,24965.89,24995.24,24708.41,"331.77M","0.04%"
"Mar 05, 2018",24874.76,24471.31,24961,24387.15,"383.91M","1.37%"
"Mar 02, 2018",24538.06,24394.91,24592.46,24217.76,"437.13M","-0.29%"
"Mar 01, 2018",24608.98,25024.04,25185.35,24442.56,"506.28M","-1.68%"
"Feb 28, 2018",25029.2,25485.15,25576.15,25022.42,"451.87M","-1.50%"
"Feb 27, 2018",25410.03,25735.78,25800.35,25407.83,"438.39M","-1.16%"
"Feb 26, 2018",25709.27,25403.35,25732.8,25398.56,"473.36M","1.58%"
"Feb 23, 2018",25309.99,25050.51,25313.91,25028.73,"335.42M","1.39%"
"Feb 22, 2018",24962.48,24855.41,25156.72,24854.83,"378.90M","0.66%"
"Feb 21, 2018",24797.78,24988.06,25267.99,24792.99,"456.07M","-0.67%"
"Feb 20, 2018",24964.75,25124.91,25179.01,24884.19,"421.51M","-1.01%"
"Feb 16, 2018",25219.38,25165.94,25432.42,25149.26,"406.73M","0.08%"
"Feb 15, 2018",25200.37,25047.82,25203.95,24809.42,"416.78M","1.23%"
"Feb 14, 2018",24893.49,24535.82,24925.95,24490.36,"431.16M","1.03%"
"Feb 13, 2018",24640.45,24540.33,24705.72,24421.03,"374.41M","0.16%"
"Feb 12, 2018",24601.27,24337.76,24765.16,24290.48,"496.61M","1.70%"
"Feb 09, 2018",24190.9,23992.67,24382.14,23360.29,"735.03M","1.38%"
"Feb 08, 2018",23860.46,24902.3,24903.68,23849.23,"657.50M","-4.15%"
"Feb 07, 2018",24893.35,24892.87,25293.96,24785.44,"504.62M","-0.08%"
"Feb 06, 2018",24912.77,24085.17,24946.23,23778.74,"823.94M","2.33%"
"Feb 05, 2018",24345.75,25337.87,25520.53,23923.88,"714.45M","-4.60%"
"Feb 02, 2018",25520.96,26061.79,26061.79,25490.66,"522.88M","-2.54%"
"Feb 01, 2018",26186.71,26083.04,26306.7,26014.44,"410.62M","0.14%"
"Jan 31, 2018",26149.39,26268.17,26338.03,26050.98,"479.13M","0.28%"
"Jan 30, 2018",26076.89,26198.45,26256.99,26028.42,"448.33M","-1.37%"
"Jan 29, 2018",26439.48,26584.28,26608.9,26435.34,"421.00M","-0.67%"
"Jan 26, 2018",26616.71,26466.74,26616.71,26425.35,"477.78M","0.85%"
"Jan 25, 2018",26392.79,26313.06,26458.25,26259.72,"401.39M","0.54%"
"Jan 24, 2018",26252.12,26282.07,26392.8,26106.94,"518.79M","0.16%"
"Jan 23, 2018",26210.81,26214.87,26246.19,26143.9,"433.49M","-0.01%"
"Jan 22, 2018",26214.6,26025.32,26215.23,25974.65,"431.20M","0.55%"
"Jan 19, 2018",26071.72,25987.35,26071.72,25942.83,"585.00M","0.21%"
"Jan 18, 2018",26017.81,26149.55,26153.42,25947.32,"492.78M","-0.37%"
"Jan 17, 2018",26115.65,25910.78,26130.45,25865.02,"522.72M","1.25%"
"Jan 16, 2018",25792.86,25987.62,26086.12,25702.99,"606.52M","-0.04%"
"Jan 12, 2018",25803.19,25638.39,25810.43,25633.08,"376.39M","0.89%"
"Jan 11, 2018",25574.73,25398.6,25575.42,25396.19,"346.83M","0.81%"
"Jan 10, 2018",25369.13,25348.13,25404.92,25256.99,"341.47M","-0.07%"
"Jan 09, 2018",25385.8,25312.05,25439.78,25308.41,"333.49M","0.41%"
"Jan 08, 2018",25283,25308.4,25311.99,25235.41,"341.39M","-0.05%"
"Jan 05, 2018",25295.87,25114.92,25299.79,25112.01,"358.02M","0.88%"
"Jan 04, 2018",25075.13,24964.86,25105.96,24963.27,"403.28M","0.61%"
"Jan 03, 2018",24922.68,24850.45,24941.92,24825.55,"456.79M","0.40%"
"Jan 02, 2018",24824.01,24809.35,24864.19,24741.7,"341.13M","0.42%"
"Dec 29, 2017",24719.22,24849.63,24871.66,24719.22,"270.76M","-0.48%"
"Dec 28, 2017",24837.51,24807.21,24839.23,24797.13,"200.96M","0.26%"
"Dec 27, 2017",24774.3,24766.52,24789.52,24731.68,"225.89M","0.11%"
"Dec 26, 2017",24746.21,24715.84,24778.13,24708.42,"208.29M","-0.03%"
"Dec 22, 2017",24754.06,24764.04,24784.15,24717.51,"255.14M","-0.11%"
"Dec 21, 2017",24782.29,24778.26,24850.91,24766.27,"339.53M","0.23%"
"Dec 20, 2017",24726.65,24838.09,24852.44,24697.11,"341.79M","-0.11%"
"Dec 19, 2017",24754.75,24834.38,24850.11,24715.6,"335.33M","-0.15%"
"Dec 18, 2017",24792.2,24739.56,24876.07,24739.56,"354.88M","0.57%"
"Dec 15, 2017",24651.74,24585.71,24688.62,24584.44,"635.74M","0.58%"
"Dec 14, 2017",24508.66,24631.01,24672.48,24508.66,"314.78M","-0.31%"
"Dec 13, 2017",24585.43,24525.19,24666.02,24518.3,"325.28M","0.33%"
"Dec 12, 2017",24504.8,24452.96,24552.97,24443.83,"342.22M","0.49%"
"Dec 11, 2017",24386.03,24338.11,24389.72,24314.74,"300.58M","0.23%"
"Dec 08, 2017",24329.16,24263.26,24330.12,24225.5,"293.59M","0.49%"
"Dec 07, 2017",24211.48,24116.6,24262.88,24101.24,"319.06M","0.29%"
"Dec 06, 2017",24140.91,24157.85,24229.19,24134.49,"312.72M","-0.16%"
"Dec 05, 2017",24180.64,24335.01,24349.74,24155.28,"371.19M","-0.45%"
"Dec 04, 2017",24290.05,24424.11,24534.04,24288.19,"424.25M","0.24%"
"Dec 01, 2017",24231.59,24305.4,24322.06,23921.9,"417.91M","-0.17%"
"Nov 30, 2017",24272.35,24013.8,24327.82,24013.8,"488.20M","1.39%"
"Nov 29, 2017",23940.68,23883.26,23959.76,23872.59,"401.41M","0.44%"
"Nov 28, 2017",23836.71,23625.19,23849.61,23617.11,"319.24M","1.09%"
"Nov 27, 2017",23580.78,23552.86,23638.92,23545.02,"296.32M","0.10%"
"Nov 24, 2017",23557.99,23552.75,23599.18,23551.59,"118.61M","0.14%"
"Nov 22, 2017",23526.18,23597.24,23605.77,23507.61,"268.76M","-0.27%"
"Nov 21, 2017",23590.83,23500.15,23617.8,23500.15,"329.65M","0.69%"
"Nov 20, 2017",23430.33,23370.71,23456.88,23360.58,"315.33M","0.31%"
"Nov 17, 2017",23358.24,23433.77,23433.77,23356.01,"386.00M","-0.43%"
"Nov 16, 2017",23458.36,23365.34,23492.19,23365.34,"402.02M","0.80%"
"Nov 15, 2017",23271.28,23334.59,23344.99,23242.75,"404.30M","-0.59%"
"Nov 14, 2017",23409.47,23388.4,23414.08,23271.57,"561.33M","-0.13%"
"Nov 13, 2017",23439.7,23367.47,23461.68,23343.34,"491.26M","0.07%"
"Nov 10, 2017",23422.21,23432.71,23452.2,23392.96,"351.28M","-0.17%"
"Nov 09, 2017",23461.94,23492.09,23516.74,23310.02,"305.44M","-0.43%"
"Nov 08, 2017",23563.36,23542.6,23575,23510.56,"264.67M","0.03%"
"Nov 07, 2017",23557.23,23574.03,23602.12,23484.19,"285.08M","0.04%"
"Nov 06, 2017",23548.42,23533.96,23574.86,23520.75,"325.19M","0.04%"
"Nov 03, 2017",23539.19,23549.59,23557.06,23481.57,"312.25M","0.10%"
"Nov 02, 2017",23516.26,23463.24,23531.38,23350.98,"348.04M","0.35%"
"Nov 01, 2017",23435.01,23442.9,23517.71,23388.91,"361.26M","0.25%"
"Oct 31, 2017",23377.24,23369.22,23406.35,23334.39,"388.05M","0.12%"
"Oct 30, 2017",23348.74,23405.75,23428.75,23327.87,"436.90M","-0.36%"
"Oct 27, 2017",23434.19,23419.16,23449.4,23353.16,"518.87M","0.14%"
"Oct 26, 2017",23400.86,23380.89,23459.84,23380.89,"370.60M","0.31%"
"Oct 25, 2017",23329.46,23431.09,23451.51,23251.11,"399.56M","-0.48%"
"Oct 24, 2017",23441.76,23346.78,23485.25,23343.23,"406.85M","0.72%"
"Oct 23, 2017",23273.96,23348.95,23368.37,23273.96,"456.83M","-0.23%"
"Oct 20, 2017",23328.63,23205.18,23328.84,23201.78,"474.38M","0.71%"
"Oct 19, 2017",23163.04,23107.47,23167.24,23052.67,"350.40M","0.02%"
"Oct 18, 2017",23157.6,23087.13,23172.93,23086.75,"271.87M","0.70%"
"Oct 17, 2017",22997.44,22952.41,23002.2,22948.23,"273.09M","0.18%"
"Oct 16, 2017",22956.96,22892.92,22960.12,22887.12,"247.18M","0.37%"
"Oct 13, 2017",22871.72,22876.43,22905.33,22855.93,"259.56M","0.13%"
"Oct 12, 2017",22841.01,22854.85,22884.82,22821.13,"291.79M","-0.14%"
"Oct 11, 2017",22872.89,22827.65,22872.89,22821.66,"316.00M","0.18%"
"Oct 10, 2017",22830.68,22784.76,22850.51,22770.99,"319.27M","0.31%"
"Oct 09, 2017",22761.07,22779.73,22803.37,22739.38,"310.77M","-0.06%"
"Oct 06, 2017",22773.67,22762.03,22773.67,22730.85,"221.45M","-0.01%"
"Oct 05, 2017",22775.39,22669.08,22777.04,22655.14,"246.40M","0.50%"
"Oct 04, 2017",22661.64,22645.67,22685.94,22632.8,"235.73M","0.09%"
"Oct 03, 2017",22641.67,22564.45,22646.32,22562.9,"238.83M","0.37%"
"Oct 02, 2017",22557.6,22423.47,22559.38,22416,"268.53M","0.68%"
"Sep 29, 2017",22405.09,22358.47,22405.63,22332.96,"274.79M","0.11%"
"Sep 28, 2017",22381.2,22306.83,22394.74,22288.97,"263.01M","0.18%"
"Sep 27, 2017",22340.71,22330.93,22371.1,22254.93,"342.90M","0.25%"
"Sep 26, 2017",22284.32,22322.03,22369.35,22279.52,"285.99M","-0.05%"
"Sep 25, 2017",22296.09,22320.47,22359.88,22219.11,"332.43M","-0.24%"
"Sep 22, 2017",22349.59,22334.07,22364.31,22299.58,"297.14M","-0.04%"
"Sep 21, 2017",22359.23,22414.02,22419.51,22356.55,"287.39M","-0.24%"
"Sep 20, 2017",22412.59,22351.38,22413.26,22314.68,"334.56M","0.19%"
"Sep 19, 2017",22370.8,22349.7,22386.01,22340.71,"295.57M","0.18%"
"Sep 18, 2017",22331.35,22297.92,22355.62,22283.35,"302.74M","0.28%"
"Sep 15, 2017",22268.34,22252.44,22275.02,22214.52,"527.54M","0.29%"
"Sep 14, 2017",22203.48,22144.96,22216.44,22135.26,"297.78M","0.20%"
"Sep 13, 2017",22158.18,22103.47,22158.18,22095.79,"291.89M","0.18%"
"Sep 12, 2017",22118.86,22090.56,22134.57,22087.09,"364.58M","0.28%"
"Sep 11, 2017",22057.37,21927.79,22067.1,21927.79,"312.77M","1.19%"
"Sep 08, 2017",21797.79,21764.43,21846.63,21731.12,"289.40M","0.06%"
"Sep 07, 2017",21784.78,21820.38,21850.01,21745.71,"333.81M","-0.10%"
"Sep 06, 2017",21807.64,21815.76,21849.24,21794.07,"318.76M","0.25%"
"Sep 05, 2017",21753.31,21912.37,21921.09,21709.63,"332.84M","-1.07%"
"Sep 01, 2017",21987.56,21981.77,22038.97,21974.91,"256.24M","0.18%"
"Aug 31, 2017",21948.1,21936.01,21985.76,21910.5,"376.79M","0.25%"
"Aug 30, 2017",21892.43,21859.76,21914.26,21839.47,"242.84M","0.12%"
"Aug 29, 2017",21865.37,21718,21879.22,21673.58,"227.34M","0.26%"
"Aug 28, 2017",21808.4,21832.5,21861.49,21767.94,"218.74M","-0.02%"
"Aug 25, 2017",21813.67,21819.08,21906.86,21812.81,"217.57M","0.14%"
"Aug 24, 2017",21783.4,21839.9,21870.11,21765.82,"228.48M","-0.13%"
"Aug 23, 2017",21812.09,21850.27,21866.66,21808.39,"234.81M","-0.40%"
"Aug 22, 2017",21899.89,21739.78,21912.83,21738.13,"244.98M","0.90%"
"Aug 21, 2017",21703.75,21671.36,21718.74,21600.34,"277.88M","0.13%"
"Aug 18, 2017",21674.51,21724.88,21793.35,21641.63,"309.07M","-0.35%"
"Aug 17, 2017",21750.73,21984.74,21984.74,21750.32,"311.03M","-1.24%"
"Aug 16, 2017",22024.87,22031.93,22085.71,22002.47,"264.92M","0.12%"
"Aug 15, 2017",21998.99,22029.91,22038.92,21971.48,"269.07M","0.02%"
"Aug 14, 2017",21993.71,21945.64,22019.23,21945.64,"235.03M","0.62%"
"Aug 11, 2017",21858.32,21883.32,21911.09,21842.74,"237.79M","0.07%"
"Aug 10, 2017",21844.01,21988.2,21988.2,21843.94,"303.31M","-0.93%"
"Aug 09, 2017",22048.7,22022.34,22057.19,21996.69,"277.80M","-0.17%"
"Aug 08, 2017",22085.34,22095.14,22179.11,22057.29,"262.00M","-0.15%"
"Aug 07, 2017",22118.42,22100.2,22121.15,22081.97,"213.01M","0.12%"
"Aug 04, 2017",22092.81,22058.39,22092.81,22024.64,"253.64M","0.30%"
"Aug 03, 2017",22026.1,22007.58,22044.85,21991.32,"278.73M","0.04%"
"Aug 02, 2017",22016.24,22004.36,22036.1,21967.46,"336.82M","0.24%"
"Aug 01, 2017",21963.92,21961.42,21990.96,21940.81,"328.41M","0.33%"
"Jul 31, 2017",21891.12,21863.39,21929.8,21861.71,"307.61M","0.28%"
"Jul 28, 2017",21830.31,21787.51,21841.18,21756.12,"285.63M","0.15%"
"Jul 27, 2017",21796.55,21717.42,21798.47,21687.85,"407.32M","0.39%"
"Jul 26, 2017",21711.01,21690.38,21742.7,21683.29,"278.24M","0.45%"
"Jul 25, 2017",21613.43,21638.56,21670.62,21577.37,"304.30M","0.47%"
"Jul 24, 2017",21513.17,21577.78,21577.78,21496.13,"284.08M","-0.31%"
"Jul 21, 2017",21580.07,21591.72,21592.61,21503.78,"362.83M","-0.15%"
"Jul 20, 2017",21611.78,21641.54,21661.91,21576.96,"313.95M","-0.13%"
"Jul 19, 2017",21640.75,21569.25,21640.75,21565.84,"253.04M","0.31%"
"Jul 18, 2017",21574.73,21589.94,21589.94,21471.14,"251.11M","-0.25%"
"Jul 17, 2017",21629.72,21633.97,21661.81,21617.66,"244.78M","-0.04%"
"Jul 14, 2017",21637.74,21532.77,21681.53,21521.72,"235.59M","0.39%"
"Jul 13, 2017",21553.09,21537.19,21568.72,21512.36,"232.27M","0.10%"
"Jul 12, 2017",21532.14,21467.93,21580.79,21467.93,"267.87M","0.57%"
"Jul 11, 2017",21409.07,21410.17,21441.62,21279.3,"247.57M","0.00%"
"Jul 10, 2017",21408.52,21381.23,21446.39,21371.11,"270.34M","-0.03%"
"Jul 07, 2017",21414.34,21354.66,21425.82,21350.72,"242.24M","0.44%"
"Jul 06, 2017",21320.04,21423.93,21433.1,21305.38,"320.45M","-0.74%"
"Jul 05, 2017",21478.17,21492.83,21505.36,21404.76,"273.69M","-0.01%"
"Jul 03, 2017",21479.27,21392.3,21562.75,21391.71,"186.81M","0.61%"
"Jun 30, 2017",21349.63,21348.6,21426.12,21325.08,"313.26M","0.29%"
"Jun 29, 2017",21287.03,21487.38,21487.38,21197.08,"336.75M","-0.78%"
"Jun 28, 2017",21454.61,21372.36,21478.75,21372.36,"271.51M","0.68%"
"Jun 27, 2017",21310.66,21411.19,21440.6,21310.66,"292.17M","-0.46%"
"Jun 26, 2017",21409.55,21434.68,21506.21,21381.25,"241.88M","0.07%"
"Jun 23, 2017",21394.76,21380.92,21421.79,21333.89,"368.40M","-0.01%"
"Jun 22, 2017",21397.29,21407.98,21456.47,21394.81,"270.68M","-0.06%"
"Jun 21, 2017",21410.03,21466.39,21492.62,21390,"292.50M","-0.27%"
"Jun 20, 2017",21467.14,21521.25,21535.03,21464.24,"310.20M","-0.29%"
"Jun 19, 2017",21528.99,21444.75,21528.99,21436.08,"289.40M","0.68%"
"Jun 16, 2017",21384.28,21335.93,21384.42,21308.01,"603.26M","0.11%"
"Jun 15, 2017",21359.9,21291.69,21367.28,21261.87,"317.20M","-0.07%"
"Jun 14, 2017",21374.56,21342.71,21391.97,21294.09,"295.09M","0.22%"
"Jun 13, 2017",21328.47,21256.83,21332.77,21256.83,"323.51M","0.44%"
"Jun 12, 2017",21235.67,21259.95,21277.08,21186.15,"528.08M","-0.17%"
"Jun 09, 2017",21271.97,21208.96,21305.35,21159.45,"397.20M","0.42%"
"Jun 08, 2017",21182.53,21169.76,21265.69,21138.16,"330.33M","0.04%"
"Jun 07, 2017",21173.69,21171.57,21189.84,21113.31,"273.40M","0.18%"
"Jun 06, 2017",21136.23,21145.48,21180.47,21118.46,"283.55M","-0.23%"
"Jun 05, 2017",21184.04,21195.03,21224.41,21168.69,"269.79M","-0.10%"
"Jun 02, 2017",21206.29,21142.09,21225.04,21129.56,"329.70M","0.29%"
"Jun 01, 2017",21144.18,21030.55,21144.18,20994.22,"276.73M","0.65%"
"May 31, 2017",21008.65,21048.46,21051.7,20942.57,"371.58M","-0.10%"
"May 30, 2017",21029.47,21045.49,21063.62,21009.6,"242.81M","-0.24%"
"May 26, 2017",21080.28,21070.15,21092.82,21050.49,"208.00M","-0.01%"
"May 25, 2017",21082.95,21062.96,21112.32,21051.41,"268.97M","0.34%"
"May 24, 2017",21012.42,20949.21,21022.82,20933.58,"283.18M","0.36%"
"May 23, 2017",20937.91,20908.67,20961.14,20896.22,"244.95M","0.21%"
"May 22, 2017",20894.83,20867.77,20914.26,20860.16,"276.12M","0.43%"
"May 19, 2017",20804.84,20698.28,20857.13,20687.94,"365.18M","0.69%"
"May 18, 2017",20663.02,20579.65,20759.2,20553.45,"422.59M","0.27%"
"May 17, 2017",20606.93,20846.17,20846.17,20601.08,"423.20M","-1.78%"
"May 16, 2017",20979.75,20984.48,21033.53,20932.88,"311.58M","-0.01%"
"May 15, 2017",20981.94,20923.63,21000.83,20923.63,"313.17M","0.41%"
"May 12, 2017",20896.61,20893.19,20916.1,20869.74,"288.50M","-0.11%"
"May 11, 2017",20919.42,20925.72,20933.36,20798.9,"287.68M","-0.11%"
"May 10, 2017",20943.11,20958.49,20976.28,20884.15,"283.34M","-0.16%"
"May 09, 2017",20975.78,21022.28,21046.85,20938.04,"273.00M","-0.17%"
"May 08, 2017",21012.28,20991.26,21017.89,20971.05,"276.15M","0.03%"
"May 05, 2017",21006.94,20929.04,21006.94,20905,"260.96M","0.26%"
"May 04, 2017",20951.47,20987.83,20990.79,20847.95,"274.72M","-0.03%"
"May 03, 2017",20957.9,20915,20972.74,20874.18,"310.92M","0.04%"
"May 02, 2017",20949.89,20941.19,20960.92,20904.06,"338.81M","0.17%"
"May 01, 2017",20913.46,20962.73,20976.62,20898.38,"288.16M","-0.13%"
"Apr 28, 2017",20940.51,20987.39,20987.76,20926.75,"329.99M","-0.19%"
"Apr 27, 2017",20981.33,20991.12,21005.8,20935.8,"305.69M","0.03%"
"Apr 26, 2017",20975.09,21009.95,21070.9,20972.27,"328.55M","-0.10%"
"Apr 25, 2017",20996.12,20915.51,21026.97,20909.38,"348.18M","1.12%"
"Apr 24, 2017",20763.89,20723.59,20792.2,20723.59,"342.40M","1.05%"
"Apr 21, 2017",20547.76,20578.1,20601.4,20505.33,"369.60M","-0.15%"
"Apr 20, 2017",20578.71,20406.68,20629.78,20406.68,"312.44M","0.85%"
"Apr 19, 2017",20404.49,20503.52,20546.69,20379.55,"294.79M","-0.58%"
"Apr 18, 2017",20523.28,20561.39,20600.12,20462.28,"263.18M","-0.55%"
"Apr 17, 2017",20636.92,20484.75,20644.41,20484.75,"229.24M","0.90%"
"Apr 13, 2017",20453.25,20561.69,20612.27,20453.25,"235.81M","-0.67%"
"Apr 12, 2017",20591.86,20637.95,20642.54,20553.03,"267.67M","-0.29%"
"Apr 11, 2017",20651.3,20644.32,20660.03,20512.56,"255.12M","-0.03%"
"Apr 10, 2017",20658.02,20668.22,20750.33,20614.86,"230.48M","0.01%"
"Apr 07, 2017",20656.1,20647.81,20726.07,20606.95,"219.73M","-0.03%"
"Apr 06, 2017",20662.95,20653.77,20746.46,20612.17,"251.72M","0.07%"
"Apr 05, 2017",20648.15,20745.06,20887.5,20639.55,"284.98M","-0.20%"
"Apr 04, 2017",20689.24,20634.94,20701.29,20605.3,"237.39M","0.19%"
"Apr 03, 2017",20650.21,20665.17,20692.34,20517.82,"285.67M","-0.06%"
"Mar 31, 2017",20663.22,20700.34,20722.59,20660.68,"303.77M","-0.31%"
"Mar 30, 2017",20728.49,20662.79,20753.78,20643.6,"270.90M","0.33%"
"Mar 29, 2017",20659.32,20675.75,20684.73,20625.03,"238.32M","-0.20%"
"Mar 28, 2017",20701.5,20542.14,20735.61,20520.1,"299.67M","0.73%"
"Mar 27, 2017",20550.98,20488.35,20578.46,20412.8,"269.38M","-0.22%"
"Mar 24, 2017",20596.72,20674.45,20718.33,20529.67,"292.98M","-0.29%"
"Mar 23, 2017",20656.58,20645.07,20757.89,20618.62,"280.05M","-0.02%"
"Mar 22, 2017",20661.3,20640.42,20686.21,20578.95,"325.09M","-0.03%"
"Mar 21, 2017",20668.01,20956.33,20970.04,20653.26,"369.32M","-1.14%"
"Mar 20, 2017",20905.86,20916.27,20955.45,20885.7,"253.61M","-0.04%"
"Mar 17, 2017",20914.62,20965.37,20980.51,20911.07,"535.28M","-0.10%"
"Mar 16, 2017",20934.55,20969.27,21000.11,20893.5,"264.36M","-0.07%"
"Mar 15, 2017",20950.1,20874.78,20977.47,20859.6,"306.59M","0.54%"
"Mar 14, 2017",20837.37,20848.6,20874,20786.31,"246.82M","-0.21%"
"Mar 13, 2017",20881.48,20899.28,20926.06,20845.71,"289.26M","-0.10%"
"Mar 10, 2017",20902.98,20919.01,20940.29,20827.66,"315.43M","0.21%"
"Mar 09, 2017",20858.19,20864.32,20900.57,20777.16,"275.96M","0.01%"
"Mar 08, 2017",20855.73,20940.44,20951.44,20835.58,"296.78M","-0.33%"
"Mar 07, 2017",20924.76,20934.89,20970.54,20901.26,"274.63M","-0.14%"
"Mar 06, 2017",20954.34,20955.71,20986.43,20912.11,"266.62M","-0.24%"
"Mar 03, 2017",21005.71,21008.75,21039.96,20953.86,"254.42M","0.01%"
"Mar 02, 2017",21002.97,21128.91,21129.2,20996.61,"319.91M","-0.53%"
"Mar 01, 2017",21115.55,20957.29,21169.11,20957.29,"392.82M","1.46%"
"Feb 28, 2017",20812.24,20833.88,20841.24,20781.21,"339.21M","-0.12%"
"Feb 27, 2017",20837.44,20808.71,20851.33,20774.76,"256.54M","0.08%"
"Feb 24, 2017",20821.76,20751.91,20821.76,20733.95,"292.54M","0.05%"
"Feb 23, 2017",20810.32,20817.21,20840.7,20746.41,"302.11M","0.17%"
"Feb 22, 2017",20775.6,20715.41,20781.59,20692.39,"310.53M","0.16%"
"Feb 21, 2017",20743,20663.43,20757.64,20663.37,"336.88M","0.58%"
"Feb 17, 2017",20624.05,20564.13,20624.05,20532.61,"340.62M","0.02%"
